Country;Product;Import Export;Shipping Method;Port;Category;Quantity;Value;Date;Customs Code;Weight
Sierra Leone;of;Export;Sea;Lake Michael;Machinery;9250;6563.23;01/08/2023;140736;1420.31
Azerbaijan;outside;Export;Land;Molinafurt;Electronics;9913;2987.52;14/07/2020;871085;4312.58
Antarctica (the territory South of 60 deg S);attention;Export;Land;New Charles;Furniture;2850;1689.76;25/07/2024;723949;2088.69
Tokelau;garden;Export;Land;Mathewsville;Electronics;982;3234;22/09/2021;592745;1726.77
Heard Island and McDonald Islands;increase;Export;Land;Port Dorothy;Electronics;9505;8854.48;06/01/2024;944741;1265.72
Bermuda;employee;Export;Land;Port Michaelbury;Toys;6995;9829.83;25/06/2020;228614;1713.67
Hungary;defense;Export;Air;Tinaside;Clothing;4759;814.28;13/03/2020;924477;2707.82
Palau;baby;Export;Sea;South Stephanie;Furniture;736;1508.43;09/12/2022;312790;2712.55
Iceland;low;Export;Land;New Jenniferview;Furniture;6011;4227.97;21/06/2022;204103;547.99
American Samoa;with;Export;Air;East Melissa;Clothing;2156;697.32;08/07/2024;503583;2170.5
France;me;Export;Sea;Velezport;Toys;2771;7879.77;11/10/2020;996905;3259.69
Italy;soldier;Export;Air;West Jared;Furniture;4449;9456.83;28/06/2023;550857;1951.06
United Kingdom;specific;Export;Sea;Ashleyberg;Furniture;7487;2919.63;15/06/2024;586105;1801.77
Western Sahara;full;Export;Land;Fullerfurt;Toys;5436;1994.65;19/08/2023;829916;4578.99
Papua New Guinea;official;Export;Land;Johnsonview;Machinery;6736;9524.37;14/04/2021;661854;2897.5
Montenegro;particular;Export;Land;Harperborough;Toys;2928;2914.28;25/10/2019;653598;1018.5
Bosnia and Herzegovina;book;Export;Land;South Fred;Machinery;8851;3130.86;09/01/2022;297723;3178.83
Nepal;represent;Export;Land;Myersborough;Electronics;9761;4941.9;22/05/2021;393128;451.04
French Southern Territories;sort;Export;Air;East Ericchester;Furniture;5871;1260.17;23/11/2022;734115;1027.96
United Kingdom;by;Export;Air;Pottsmouth;Machinery;3203;1984.63;17/05/2020;820702;4400.98
Netherlands;third;Export;Land;Rayside;Electronics;8191;6797.2;11/10/2022;619988;3929.76
Honduras;kid;Export;Land;Jamesshire;Furniture;8792;9714.77;18/07/2020;966964;270.6
French Southern Territories;Democrat;Export;Land;Justinhaven;Clothing;1101;5556.23;26/05/2023;240586;1204.59
Botswana;thousand;Export;Air;Jillshire;Electronics;1087;7661.77;19/09/2021;969807;609.49
Indonesia;not;Export;Land;North Kimberlymouth;Toys;9886;7778.04;23/12/2021;664514;2531.11
Afghanistan;forward;Export;Land;West Amychester;Machinery;8967;4382.06;18/12/2019;887556;1492.08
Greenland;six;Export;Land;North Tina;Toys;2240;3186.48;15/09/2022;601816;1559.06
Madagascar;soldier;Export;Air;New Peterside;Toys;4515;125.54;01/08/2022;403318;4412.09
Albania;pass;Export;Sea;Dixonview;Furniture;543;6129.57;05/03/2024;647435;2805.43
Yemen;police;Export;Air;Leestad;Furniture;3522;5504.77;06/04/2022;866292;257.36
French Polynesia;no;Export;Sea;New Stephanie;Toys;8033;457.2;18/05/2023;580982;797.48
United States Virgin Islands;sometimes;Export;Sea;Lake Lawrenceport;Furniture;1715;3607.6;13/09/2021;456532;1009.17
Paraguay;blue;Export;Air;Gonzalezhaven;Toys;7349;6276.33;15/08/2024;310556;4198.29
Croatia;of;Export;Sea;Morganmouth;Furniture;7546;6000.29;01/12/2023;927971;66.63
Morocco;whom;Export;Air;West Leeshire;Furniture;2986;7640.93;10/08/2020;631239;1094.59
Latvia;cold;Export;Sea;East Jefferyland;Electronics;1314;6909.77;19/04/2020;199028;2656.14
Jamaica;health;Export;Land;Port Michael;Clothing;3667;5294.87;26/06/2024;885406;4309.54
Argentina;left;Export;Sea;South James;Furniture;5543;2871.96;20/06/2023;191984;1220.96
Hong Kong;step;Export;Air;Mccallton;Machinery;7613;9696.42;03/11/2021;681751;220.18
Japan;police;Export;Sea;Johnsonfort;Toys;1214;6897.78;14/10/2022;733883;2899.93
Tunisia;conference;Export;Air;Carolland;Furniture;6894;2910.55;16/06/2024;206959;3347.36
Lebanon;thank;Export;Land;South Meagan;Machinery;1842;687.31;26/05/2024;522934;372.52
Liechtenstein;throw;Export;Sea;Triciachester;Furniture;3187;9231.72;05/11/2020;288083;3531.59
Oman;method;Export;Land;Hollowayburgh;Electronics;1620;3333.92;15/04/2021;290255;2255.24
Azerbaijan;meeting;Export;Land;Rickyberg;Machinery;9992;4956.55;03/09/2024;544309;3814.91
Afghanistan;herself;Export;Air;Morrisville;Electronics;8660;4840.47;13/01/2022;886582;4776.76
Dominican Republic;doctor;Export;Air;Bettyville;Clothing;368;1063.52;12/11/2019;582794;897.54
Finland;TRUE;Export;Sea;East Sherrybury;Clothing;5708;6324.45;05/12/2020;448354;4698.49
Sri Lanka;effect;Export;Land;Lake Chadbury;Furniture;9349;4779.12;08/12/2022;898684;4823.13
Ghana;model;Export;Land;West Nancyport;Toys;2703;1469.77;01/10/2021;618986;2681.93
Palestinian Territory;leave;Export;Land;Dillonmouth;Furniture;7313;9899.27;21/09/2021;358218;3750.87
Turkmenistan;her;Export;Sea;Martinview;Machinery;6701;8904.86;07/12/2021;716878;1651.88
Mayotte;similar;Export;Sea;North Shannon;Clothing;5334;9513.7;28/10/2023;636717;137
Guinea;condition;Export;Land;East Danielle;Electronics;1373;1775.28;27/03/2022;820470;1805.96
Marshall Islands;but;Export;Land;Spencermouth;Electronics;7726;4876.12;08/02/2024;776572;2877.66
Jordan;range;Export;Air;East Keithburgh;Toys;5396;6992.77;22/05/2024;619821;2041.72
Czech Republic;who;Export;Land;Liberg;Electronics;5677;6576.33;18/06/2021;225791;13.41
Kyrgyz Republic;realize;Export;Air;Jamesview;Clothing;3114;7312.81;24/03/2021;588834;2208.01
Moldova;pretty;Export;Land;New Staceyport;Furniture;4583;3792.77;21/02/2022;938410;1471.41
Tunisia;person;Export;Sea;Howardville;Electronics;3355;1431.44;22/02/2023;957527;1246.81
Belgium;yourself;Export;Air;East Kimberlyborough;Toys;2381;2626.75;07/11/2023;959394;218.99
Antigua and Barbuda;suggest;Export;Land;North Joelbury;Toys;7362;609.02;19/02/2020;847627;653.24
El Salvador;just;Export;Sea;North Shawnside;Toys;8230;2889.16;13/03/2021;375093;3031.77
Saint Pierre and Miquelon;long;Export;Sea;Port Jodiview;Furniture;1515;1993.88;09/03/2022;323486;803.31
Antarctica (the territory South of 60 deg S);imagine;Export;Sea;Changland;Toys;9575;5249.01;17/07/2021;957160;4193.33
Saint Martin;show;Export;Sea;West Jennyville;Electronics;4431;5205.66;12/04/2024;203884;3262.19
Bermuda;suddenly;Export;Sea;Colemanchester;Electronics;9416;7710.99;29/12/2023;792955;2051.67
Holy See (Vatican City State);answer;Export;Sea;Fitzgeraldville;Clothing;5178;4856.35;24/02/2021;765855;3326.76
Israel;politics;Export;Air;East Ashley;Furniture;3234;5422.12;02/07/2023;462359;2868.26
Vanuatu;instead;Export;Land;Port Micheleland;Clothing;3619;8261.61;26/06/2022;719456;679.72
Colombia;off;Export;Land;Bobbyberg;Clothing;8193;5826.47;11/11/2023;911180;3338.49
Rwanda;central;Export;Air;Millerchester;Clothing;8968;4936.68;23/04/2021;900632;4443.31
Mauritius;put;Export;Land;Hoganmouth;Machinery;5888;1013.64;21/06/2022;672158;554.86
Christmas Island;before;Export;Sea;South Sarahton;Machinery;4206;7794.49;17/02/2021;544298;2418.49
Kyrgyz Republic;out;Export;Land;East Paula;Machinery;7862;6435.39;17/11/2022;286811;3585.66
Bermuda;officer;Export;Sea;Byrdfurt;Machinery;8731;8174.21;30/11/2019;877349;1179.15
Mayotte;no;Export;Sea;Maryton;Furniture;2238;9325.46;08/07/2023;891309;1010.66
Lebanon;fast;Export;Land;Port Kyle;Furniture;1289;8467.49;06/07/2024;970616;156.01
Portugal;service;Export;Air;Mariohaven;Furniture;4309;7049.34;12/10/2023;191203;3178.13
Cayman Islands;deal;Export;Air;Heathermouth;Machinery;1065;2344.62;06/05/2021;917475;4090.27
Latvia;look;Export;Sea;Campbellmouth;Furniture;6725;7912.32;03/08/2024;652184;56.04
Nicaragua;watch;Export;Sea;South Matthewborough;Clothing;9746;5643.53;29/05/2024;169383;3556.38
Austria;building;Export;Sea;South Aaron;Furniture;3921;772.04;19/11/2021;270934;3024.68
Korea;office;Export;Air;West Wayne;Electronics;1526;1876.86;11/01/2020;778103;4523.6
Yemen;clear;Export;Land;Jamesfurt;Machinery;3791;462.21;01/07/2022;462912;4220.17
Costa Rica;body;Export;Sea;Kennethborough;Clothing;909;3994.18;11/10/2020;614208;4148.5
Malawi;never;Export;Sea;Port Shelia;Clothing;1369;1912.31;29/01/2020;957293;4777.1
Oman;most;Export;Sea;West Tracy;Electronics;5697;8436.31;08/01/2020;415358;4367.12
Cambodia;matter;Export;Land;Ramseymouth;Toys;7428;8550.64;17/01/2023;445031;2451.55
Singapore;event;Export;Land;Lawrencefort;Machinery;6100;1152.57;28/07/2021;883146;4197.65
Reunion;kitchen;Export;Land;Lake Megan;Toys;349;5774.82;08/01/2023;832606;2800.43
Zambia;perhaps;Export;Land;Parksland;Electronics;9815;8473.72;21/06/2024;346707;2162.6
Mexico;a;Export;Sea;Joshuafort;Machinery;6968;4308.86;25/12/2020;605032;1856.28
Holy See (Vatican City State);set;Export;Air;Michaelmouth;Machinery;7039;5885.05;17/07/2024;783229;2281.74
Croatia;coach;Export;Air;North Matthewton;Toys;2745;1214.05;14/03/2023;912046;2002.57
Ecuador;design;Export;Air;Port Katrina;Electronics;659;9861.74;12/04/2021;919154;3192.11
Serbia;activity;Export;Land;Melaniefurt;Machinery;3987;7490.63;16/11/2020;948811;4241.26
Sweden;deal;Export;Air;Garrettborough;Toys;520;4690.53;09/09/2023;414239;1890.1
San Marino;hand;Export;Land;West Lindsay;Machinery;3119;8311.47;19/09/2023;427239;2672.94
Comoros;late;Export;Air;Port Lisa;Furniture;217;5702.63;03/01/2020;703128;288.03
Faroe Islands;month;Export;Sea;East Rebecca;Toys;1789;2835.5;09/12/2020;152233;3114.37
Oman;accept;Export;Air;Kellystad;Furniture;7926;5106.57;03/08/2023;332295;2910.39
Korea;forget;Export;Sea;East Emily;Furniture;1149;3792.31;02/03/2023;171301;4572.22
Argentina;body;Export;Air;Carlosstad;Clothing;3587;5086.99;28/01/2020;121963;3755.63
Switzerland;why;Export;Air;Michaelmouth;Electronics;1538;5127.53;16/12/2022;230836;4381.74
Saint Vincent and the Grenadines;consumer;Export;Land;Morrisside;Furniture;2803;9738.4;18/06/2020;209160;2739.92
Canada;shake;Export;Sea;Floresshire;Furniture;1996;3267.89;19/07/2024;139653;548.74
Sao Tome and Principe;outside;Export;Sea;North Jillmouth;Furniture;7359;2944.4;25/03/2021;767845;4079.67
Tonga;green;Export;Air;Ayalaborough;Electronics;585;4717.55;02/12/2021;227698;4000.09
Qatar;company;Export;Air;Lake Sarah;Toys;3023;5012.82;14/09/2022;737552;1332.72
Cayman Islands;respond;Export;Air;Port Victor;Electronics;9811;2119.94;16/04/2024;907740;3026.9
Guadeloupe;industry;Export;Sea;Rachelside;Clothing;6936;2799.95;15/01/2021;840581;1405.57
Peru;nearly;Export;Sea;West Lisa;Clothing;8988;8648.34;23/04/2024;674397;3254.07
Micronesia;stage;Export;Land;New Davidchester;Toys;6450;4578.51;05/06/2024;558544;3435.51
Cote d'Ivoire;pattern;Export;Sea;New Amanda;Machinery;1639;7380.91;09/09/2022;463531;3504.93
Barbados;Mr;Export;Sea;North Ambertown;Electronics;5936;4414.63;19/05/2023;779225;4334.92
Tonga;experience;Export;Land;Christinaside;Furniture;1820;9756;15/04/2023;292745;267.35
Honduras;become;Export;Sea;Penatown;Electronics;4144;8969.98;08/01/2022;564320;4723.66
Honduras;reflect;Export;Sea;New Megan;Machinery;7574;5285.63;09/04/2020;434966;762.67
Switzerland;program;Export;Sea;East Sarah;Furniture;692;3257.32;09/10/2022;516053;2028.43
United Arab Emirates;feeling;Export;Air;Thompsonchester;Machinery;3602;8263.66;04/06/2024;882370;212.94
France;current;Export;Air;North Heatherland;Toys;9921;2137.74;16/01/2020;550499;1554.03
Botswana;free;Export;Air;Port Alan;Machinery;7852;5014.39;11/08/2023;298215;1796.25
Serbia;sport;Export;Sea;Sanchezstad;Toys;6518;813.41;08/01/2024;425716;1163.48
Kazakhstan;thank;Export;Land;Hillstad;Furniture;8530;5725.83;04/05/2021;351444;3209.13
Norway;country;Export;Land;North Matthewchester;Toys;2102;5420.2;06/07/2021;266070;914.41
Mauritania;training;Export;Land;New Robert;Furniture;7517;6069.16;27/10/2019;692322;2434.35
Lao People's Democratic Republic;air;Export;Sea;Lake Patricia;Machinery;9851;5222.5;28/01/2024;521526;3865.81
Martinique;American;Export;Sea;Kimside;Clothing;4641;6936.31;11/08/2022;605533;1982.65
French Guiana;cause;Export;Air;Taylorfort;Electronics;9343;1095.49;27/06/2020;527698;340.02
Cuba;expert;Export;Sea;Erikaburgh;Electronics;6105;5569.24;15/04/2024;529852;1398
Brazil;chance;Export;Air;Rogersside;Toys;2680;3825.71;17/10/2020;695655;324.2
Tunisia;religious;Export;Land;Rossmouth;Electronics;9631;5078.96;25/01/2020;665664;521.17
Falkland Islands (Malvinas);of;Export;Sea;East Christianport;Electronics;6917;9583.8;23/08/2020;296253;489.36
Egypt;reveal;Export;Air;East Derrick;Furniture;2394;2391.13;23/12/2021;705054;4478.97
Thailand;power;Export;Land;Lake Mary;Furniture;2806;3365.02;20/04/2022;748056;331.02
Maldives;level;Export;Land;Port Erin;Electronics;6870;4163.35;07/01/2021;337258;91.81
Wallis and Futuna;break;Export;Air;North Gary;Electronics;3132;2236.27;23/12/2022;548528;4641.5
France;police;Export;Sea;Howellborough;Toys;5909;2363.24;10/09/2020;240874;28.14
Jordan;however;Export;Land;Farrellfort;Toys;1766;5560.71;27/06/2023;509226;1387.88
Tuvalu;care;Export;Sea;East Matthew;Machinery;974;8020.8;20/09/2020;434248;2302.74
China;tree;Export;Sea;Smithbury;Furniture;2928;4988.33;11/09/2019;928053;4201.54
Nicaragua;wall;Export;Air;Port Rebekah;Toys;1977;9482.81;20/01/2024;451792;3230.62
United States of America;step;Export;Air;Bensonchester;Furniture;2908;6010.81;11/09/2021;129213;2996.01
Benin;list;Export;Land;West Lindsayfurt;Machinery;1272;2386.37;13/07/2024;814460;3485.23
Saint Barthelemy;find;Export;Land;Port Pamela;Furniture;7278;7606.64;23/02/2022;689671;554.21
Kenya;responsibility;Export;Air;Danielport;Furniture;9909;5738.07;14/11/2020;170852;485.05
Vietnam;for;Export;Land;Heatherbury;Toys;7155;3360.81;17/08/2020;276988;4932.21
Greenland;successful;Export;Air;North Stephenfort;Machinery;6543;3786.1;08/09/2022;552020;4737.49
Kiribati;or;Export;Air;South Isabellachester;Electronics;5397;9837.39;28/09/2023;966049;1086.54
Wallis and Futuna;hand;Export;Sea;North Danielhaven;Furniture;8477;9277.29;11/01/2021;679897;2124.14
Guatemala;quickly;Export;Sea;Port Scott;Electronics;5887;5562.72;31/01/2021;479069;138.99
Togo;dream;Export;Sea;South Josephfort;Furniture;3095;4276.11;08/04/2023;600681;1095.59
Iran;share;Export;Air;Victormouth;Toys;2013;1684.71;08/10/2020;547904;3389.06
Equatorial Guinea;Congress;Export;Sea;Anthonyhaven;Electronics;3190;6631.68;23/08/2024;915401;1877
Cayman Islands;from;Export;Sea;West Karen;Machinery;354;6639.64;04/06/2022;828640;2237.26
Comoros;realize;Export;Sea;Hendersonton;Toys;8935;5963.16;08/03/2020;795725;1968.39
Qatar;name;Export;Air;Lake Stephen;Clothing;4169;5917.76;08/03/2024;560310;948.65
Canada;foot;Export;Sea;East Alexandermouth;Toys;7047;6181.06;29/10/2022;702045;2251.56
Lebanon;former;Export;Land;Fisherburgh;Electronics;8001;8861.13;09/10/2021;485642;3604.12
Cook Islands;act;Export;Air;Lake Michelleborough;Electronics;1664;5091.27;26/11/2019;709376;4056.6
Mali;environmental;Export;Air;East Blaketown;Machinery;6762;6674.8;15/08/2021;843964;1003.78
Anguilla;discover;Export;Air;Lake Keithfurt;Clothing;51;3793.06;26/08/2022;988474;2375.35
French Polynesia;until;Export;Air;Cruzbury;Clothing;2651;6629.86;23/09/2023;140258;4208.85
Palestinian Territory;husband;Export;Air;Seanland;Clothing;4662;5061.25;21/06/2024;320345;1249.28
Russian Federation;reflect;Export;Air;Port Rachel;Electronics;3113;7004.55;24/02/2023;822213;387.36
Albania;standard;Export;Sea;New David;Electronics;7262;5738.79;27/06/2022;868248;1433.25
Mozambique;talk;Export;Land;West Evan;Electronics;8983;2901.31;03/08/2022;693957;4239.01
Ukraine;tough;Export;Sea;Port Rebecca;Clothing;518;2857.52;22/05/2023;411423;1594.68
Serbia;mention;Export;Air;West David;Machinery;7166;4132.33;11/12/2020;827768;1192.06
Mozambique;fund;Export;Sea;Chaneyside;Toys;4992;2711.41;26/03/2021;772186;1857.92
Bhutan;white;Export;Air;South Sandramouth;Toys;3809;5931.79;24/12/2020;538730;3599.1
Japan;current;Export;Land;New Davidborough;Electronics;5020;1103.27;17/01/2022;193422;1830.39
Swaziland;public;Export;Land;New Dylan;Electronics;8183;8950.74;01/04/2022;197141;2438.76
Cyprus;morning;Export;Air;Port Jefferyport;Electronics;1258;1822.03;09/12/2020;130256;3654.82
United Arab Emirates;minute;Export;Sea;Saraton;Machinery;4278;5953.29;28/02/2022;835612;1633.2
Russian Federation;security;Export;Land;South David;Clothing;413;8479.2;02/08/2020;625050;375.4
Azerbaijan;job;Export;Land;South Bradley;Electronics;8670;3709.75;27/11/2020;676017;316.6
Seychelles;black;Export;Air;North Sara;Furniture;2575;3110.71;01/11/2022;955728;4627.09
Turkmenistan;together;Export;Air;Port John;Clothing;5559;3387.93;09/08/2024;612041;4668.53
Cambodia;must;Export;Air;Rushhaven;Furniture;2990;9891.96;09/05/2023;585975;3644.67
Eritrea;season;Export;Land;Courtneyhaven;Machinery;217;9137.02;03/05/2021;436179;581.02
Germany;side;Export;Air;West Taylor;Furniture;2646;4775.14;21/01/2021;187227;805.35
Poland;recently;Export;Sea;Nicholsonberg;Toys;5768;5296.12;24/03/2024;471013;2001.47
Finland;course;Export;Sea;Andersonstad;Furniture;3216;7411.86;31/03/2021;522431;1125.58
Latvia;card;Export;Air;Derekstad;Toys;5256;2471.43;29/07/2021;110874;1267.92
Marshall Islands;meet;Export;Sea;Port Richard;Electronics;4231;7317.58;26/06/2023;599705;3221.24
Central African Republic;middle;Export;Air;Lewischester;Electronics;2739;4339.08;20/06/2021;584919;4458.38
Papua New Guinea;sense;Export;Land;New Carlachester;Machinery;7810;3730.37;30/01/2024;951735;2423.67
Suriname;radio;Export;Air;Scottton;Electronics;9862;4611.14;16/03/2020;473696;720.27
Slovenia;television;Export;Land;Ellenchester;Toys;1911;404.98;03/08/2023;416666;4685.86
Uruguay;not;Export;Land;Port Denise;Toys;4473;9394.81;31/08/2023;831143;2731.79
Swaziland;analysis;Export;Land;Sanchezberg;Furniture;5449;8929.71;01/06/2024;989593;2057.87
Grenada;social;Export;Land;Harperberg;Electronics;1860;5211.34;17/12/2019;282906;3478.29
Armenia;think;Export;Sea;North Patrick;Toys;6041;3852.42;20/05/2021;358774;1635.65
Kuwait;better;Export;Air;New Brandiport;Machinery;6475;6691.98;13/01/2024;649093;1989.49
El Salvador;across;Export;Air;Melissaton;Clothing;9427;3938.35;26/04/2023;290974;4509.77
Cayman Islands;full;Export;Sea;New Jesusfort;Furniture;2256;9502.85;25/03/2023;715088;1631.01
United Kingdom;water;Export;Air;New Rachel;Electronics;2391;8419.29;16/01/2023;857652;4911.47
Dominican Republic;well;Export;Land;New Jason;Toys;8415;4302.17;11/02/2021;641041;4847.04
Aruba;say;Export;Air;Tonystad;Machinery;1656;360.02;15/11/2019;617457;3203.81
Latvia;weight;Export;Land;Lake Stevenland;Toys;2919;1981.71;22/08/2023;921481;1868.83
Dominica;thus;Export;Land;Wrightborough;Furniture;8489;3388.68;01/07/2024;670483;4474.13
Heard Island and McDonald Islands;how;Export;Air;Hillbury;Machinery;8965;9709.68;15/11/2023;928549;2058.54
Kazakhstan;range;Export;Land;Port Melissa;Toys;9611;6739.36;11/10/2020;455704;2496.57
Kyrgyz Republic;raise;Export;Air;Knappmouth;Furniture;293;5567.06;26/04/2023;949005;1683.74
Tajikistan;point;Export;Sea;North Carlos;Furniture;3652;3902.87;25/05/2023;737146;1733.57
Cameroon;two;Export;Land;Derektown;Machinery;7020;8637.61;26/10/2023;416870;3686.79
Lithuania;pattern;Export;Sea;New Megan;Furniture;6016;1117.68;02/12/2023;899033;4037.36
Gibraltar;three;Export;Land;Port Linda;Machinery;8853;9021.23;28/06/2021;719348;1516.18
Belgium;art;Export;Sea;Port Tara;Electronics;2801;1782.37;19/07/2021;861351;1238.01
Ecuador;lay;Export;Sea;Lake Tonymouth;Toys;3328;4926.4;24/11/2021;222531;649.05
Venezuela;yes;Export;Air;Melissastad;Machinery;9376;5737.15;04/11/2021;353069;3034.33
Australia;sense;Export;Land;Hebertstad;Electronics;3831;3737.47;23/10/2019;147321;3336.59
New Caledonia;strategy;Export;Sea;Floresfurt;Electronics;1596;153.78;29/04/2024;519695;1441.42
